activity,runtimePoolType,runtimePool,studyMode,runtimePattern,runtimeFlight,runtimeVocabLevel,operationalStatus,cleanupDisposition,authoredRows,uniqueWords,viableRows,viableWords,protectedRows,protectedWords,inactiveRows,viableWordList,protectedWordList
Learn,target-example-pool,Learn · prefixes · Flight B · target:trans · vocab:academic,prefixes,,B,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,transatlantic,
Learn,target-example-pool,Learn · prefixes · Flight B · target:trans · vocab:familiar,prefixes,,B,familiar,VIABLE_ONE_WORD_AFTER_PROTECTION,PROTECTED_REMOVAL_LEAVES_ONE_VIABLE_WORD,2,2,1,1,1,1,0,transfer,transport
Learn,target-example-pool,Learn · prefixes · Flight C · target:a-ad · vocab:academic,prefixes,,C,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,adhere,
Learn,target-example-pool,Learn · prefixes · Flight C · target:a-ad · vocab:challenge,prefixes,,C,challenge,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,adjoin,
Learn,target-example-pool,Learn · prefixes · Flight C · target:a-ad · vocab:familiar,prefixes,,C,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,advance,
Learn,target-example-pool,Learn · prefixes · Flight C · target:ab · vocab:academic,prefixes,,C,academic,LEARN_EXAMPLE_SUBPOOL_EMPTY_AFTER_PROTECTION,LEARN_CARD_REMAINS_AVAILABLE_EXAMPLE_COVERAGE_EMPTY,2,2,0,0,2,2,0,,abduct | abnormal
Learn,target-example-pool,Learn · prefixes · Flight C · target:ab · vocab:familiar,prefixes,,C,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,absent,
Learn,target-example-pool,Learn · prefixes · Flight C · target:retro · vocab:academic,prefixes,,C,academic,LEARN_EXAMPLE_SUBPOOL_EMPTY_AFTER_PROTECTION,LEARN_CARD_REMAINS_AVAILABLE_EXAMPLE_COVERAGE_EMPTY,1,1,0,0,1,1,0,,retroactive
Learn,target-example-pool,Learn · prefixes · Flight C · target:retro · vocab:challenge,prefixes,,C,challenge,VIABLE_ONE_WORD_AFTER_PROTECTION,PROTECTED_REMOVAL_LEAVES_ONE_VIABLE_WORD,2,2,1,1,1,1,0,retrofit,retrospective
Learn,target-example-pool,Learn · roots · Flight B · target:act · vocab:academic,roots,,B,academic,VIABLE_ONE_WORD_AFTER_PROTECTION,PROTECTED_REMOVAL_LEAVES_ONE_VIABLE_WORD,2,2,1,1,1,1,0,interaction,inactive
Learn,target-example-pool,Learn · roots · Flight B · target:act · vocab:familiar,roots,,B,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,active | activity,
Learn,target-example-pool,Learn · roots · Flight B · target:auto · vocab:familiar,roots,,B,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,3,3,3,3,0,0,0,autobiography | autograph | automatic,
Learn,target-example-pool,Learn · roots · Flight B · target:bio · vocab:academic,roots,,B,academic,VIABLE_AFTER_PROTECTION,POOL_REMAINS_VIABLE_AFTER_PROTECTED_REMOVAL,3,3,2,2,1,1,0,biodegradable | biography,biology
Learn,target-example-pool,Learn · roots · Flight B · target:dict · vocab:academic,roots,,B,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,contradict,
Learn,target-example-pool,Learn · roots · Flight B · target:dict · vocab:familiar,roots,,B,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,dictionary | predict,
Learn,target-example-pool,Learn · roots · Flight B · target:form · vocab:academic,roots,,B,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,formation | transform,
Learn,target-example-pool,Learn · roots · Flight B · target:form · vocab:familiar,roots,,B,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,reform,
Learn,target-example-pool,Learn · roots · Flight B · target:geo · vocab:academic,roots,,B,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,3,3,3,3,0,0,0,geography | geology | geothermal,
Learn,target-example-pool,Learn · roots · Flight B · target:graph · vocab:academic,roots,,B,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,biography | graphic,
Learn,target-example-pool,Learn · roots · Flight B · target:graph · vocab:familiar,roots,,B,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,autograph,
Learn,target-example-pool,Learn · roots · Flight B · target:metr · vocab:academic,roots,,B,academic,VIABLE_AFTER_PROTECTION,POOL_REMAINS_VIABLE_AFTER_PROTECTED_REMOVAL,3,3,2,2,1,1,0,diameter | metric,thermometer
Learn,target-example-pool,Learn · roots · Flight B · target:micro · vocab:academic,roots,,B,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,3,3,3,3,0,0,0,microorganism | microscope | microscopic,
Learn,target-example-pool,Learn · roots · Flight B · target:mot · vocab:academic,roots,,B,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,motion,
Learn,target-example-pool,Learn · roots · Flight B · target:mot · vocab:familiar,roots,,B,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,movement | remove,
Learn,target-example-pool,Learn · roots · Flight B · target:phon · vocab:academic,roots,,B,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,phonics,
Learn,target-example-pool,Learn · roots · Flight B · target:phon · vocab:challenge,roots,,B,challenge,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,phonograph,
Learn,target-example-pool,Learn · roots · Flight B · target:phon · vocab:familiar,roots,,B,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,telephone,
Learn,target-example-pool,Learn · roots · Flight B · target:port · vocab:academic,roots,,B,academic,LEARN_EXAMPLE_SUBPOOL_EMPTY_AFTER_PROTECTION,LEARN_CARD_REMAINS_AVAILABLE_EXAMPLE_COVERAGE_EMPTY,1,1,0,0,1,1,0,,import
Learn,target-example-pool,Learn · roots · Flight B · target:port · vocab:familiar,roots,,B,familiar,VIABLE_ONE_WORD_AFTER_PROTECTION,PROTECTED_REMOVAL_LEAVES_ONE_VIABLE_WORD,3,3,1,1,2,2,0,porter,portable | transport
Learn,target-example-pool,Learn · roots · Flight B · target:rupt · vocab:academic,roots,,B,academic,VIABLE_ONE_WORD_AFTER_PROTECTION,PROTECTED_REMOVAL_LEAVES_ONE_VIABLE_WORD,3,3,1,1,2,2,0,rupture,disrupt | interrupt
Learn,target-example-pool,Learn · roots · Flight B · target:scop · vocab:academic,roots,,B,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,microscope | periscope,
Learn,target-example-pool,Learn · roots · Flight B · target:scop · vocab:familiar,roots,,B,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,telescope,
Learn,target-example-pool,Learn · roots · Flight B · target:scrib · vocab:academic,roots,,B,academic,VIABLE_ONE_WORD_AFTER_PROTECTION,PROTECTED_REMOVAL_LEAVES_ONE_VIABLE_WORD,2,2,1,1,1,1,0,scripted,manuscript
Learn,target-example-pool,Learn · roots · Flight B · target:scrib · vocab:familiar,roots,,B,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,describe,
Learn,target-example-pool,Learn · roots · Flight B · target:spect · vocab:academic,roots,,B,academic,VIABLE_ONE_WORD_AFTER_PROTECTION,PROTECTED_REMOVAL_LEAVES_ONE_VIABLE_WORD,4,4,1,1,3,3,0,perspective,inspect | inspector | spectator
Learn,target-example-pool,Learn · roots · Flight B · target:struct · vocab:academic,roots,,B,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,3,3,3,3,0,0,0,construct | instruct | structure,
Learn,target-example-pool,Learn · roots · Flight B · target:tele · vocab:academic,roots,,B,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,telegraph,
Learn,target-example-pool,Learn · roots · Flight B · target:tele · vocab:familiar,roots,,B,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,telescope | television,
Learn,target-example-pool,Learn · roots · Flight B · target:therm · vocab:academic,roots,,B,academic,VIABLE_AFTER_PROTECTION,POOL_REMAINS_VIABLE_AFTER_PROTECTED_REMOVAL,3,3,2,2,1,1,0,geothermal | thermal,thermometer
Learn,target-example-pool,Learn · roots · Flight B · target:vis · vocab:familiar,roots,,B,familiar,VIABLE_AFTER_PROTECTION,POOL_REMAINS_VIABLE_AFTER_PROTECTED_REMOVAL,3,3,2,2,1,1,0,video | vision,visible
Learn,target-example-pool,Learn · roots · Flight C · target:aud · vocab:academic,roots,,C,academic,LEARN_EXAMPLE_SUBPOOL_EMPTY_AFTER_PROTECTION,LEARN_CARD_REMAINS_AVAILABLE_EXAMPLE_COVERAGE_EMPTY,1,1,0,0,1,1,0,,audible
Learn,target-example-pool,Learn · roots · Flight C · target:aud · vocab:familiar,roots,,C,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,audience | audio,
Learn,target-example-pool,Learn · roots · Flight C · target:biblio · vocab:academic,roots,,C,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,bibliography,
Learn,target-example-pool,Learn · roots · Flight C · target:biblio · vocab:challenge,roots,,C,challenge,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,bibliographic | bibliophile,
Learn,target-example-pool,Learn · roots · Flight C · target:chron · vocab:academic,roots,,C,academic,VIABLE_AFTER_PROTECTION,POOL_REMAINS_VIABLE_AFTER_PROTECTED_REMOVAL,3,3,2,2,1,1,0,chronological | synchronize,chronology
Learn,target-example-pool,Learn · roots · Flight C · target:cred · vocab:academic,roots,,C,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,credible | incredible,
Learn,target-example-pool,Learn · roots · Flight C · target:cred · vocab:familiar,roots,,C,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,credit,
Learn,target-example-pool,Learn · roots · Flight C · target:derm · vocab:academic,roots,,C,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,3,3,3,3,0,0,0,dermal | dermatologist | dermatology,
Learn,target-example-pool,Learn · roots · Flight C · target:duct · vocab:familiar,roots,,C,familiar,VIABLE_AFTER_PROTECTION,POOL_REMAINS_VIABLE_AFTER_PROTECTED_REMOVAL,3,3,2,2,1,1,0,conduct | introduce,produce
Learn,target-example-pool,Learn · roots · Flight C · target:fer · vocab:academic,roots,,C,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,confer,
Learn,target-example-pool,Learn · roots · Flight C · target:fer · vocab:familiar,roots,,C,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,refer | transfer,
Learn,target-example-pool,Learn · roots · Flight C · target:ject · vocab:academic,roots,,C,academic,LEARN_EXAMPLE_SUBPOOL_EMPTY_AFTER_PROTECTION,LEARN_CARD_REMAINS_AVAILABLE_EXAMPLE_COVERAGE_EMPTY,2,2,0,0,2,2,0,,eject | reject
Learn,target-example-pool,Learn · roots · Flight C · target:ject · vocab:familiar,roots,,C,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,project,
Learn,target-example-pool,Learn · roots · Flight C · target:mit · vocab:academic,roots,,C,academic,VIABLE_ONE_WORD_AFTER_PROTECTION,PROTECTED_REMOVAL_LEAVES_ONE_VIABLE_WORD,3,3,1,1,2,2,0,submit,emit | transmit
Learn,target-example-pool,Learn · roots · Flight C · target:pel · vocab:academic,roots,,C,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,3,3,3,3,0,0,0,compel | propel | repel,
Learn,target-example-pool,Learn · roots · Flight C · target:pend · vocab:academic,roots,,C,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,pendulum | suspend,
Learn,target-example-pool,Learn · roots · Flight C · target:pend · vocab:familiar,roots,,C,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,pendant,
Learn,target-example-pool,Learn · roots · Flight C · target:pos · vocab:academic,roots,,C,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,3,3,3,3,0,0,0,compose | deposit | position,
Learn,target-example-pool,Learn · roots · Flight C · target:put · vocab:academic,roots,,C,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,3,3,3,3,0,0,0,compute | dispute | reputation,
Learn,target-example-pool,Learn · roots · Flight C · target:sequ · vocab:academic,roots,,C,academic,VIABLE_AFTER_PROTECTION,POOL_REMAINS_VIABLE_AFTER_PROTECTED_REMOVAL,3,3,2,2,1,1,0,consequence | sequence,subsequent
Learn,target-example-pool,Learn · roots · Flight C · target:ten · vocab:academic,roots,,C,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,detention | retention,
Learn,target-example-pool,Learn · roots · Flight C · target:ten · vocab:challenge,roots,,C,challenge,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,tenable,
Learn,target-example-pool,Learn · roots · Flight C · target:terr · vocab:academic,roots,,C,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,3,3,3,3,0,0,0,subterranean | terrain | territory,
Learn,target-example-pool,Learn · roots · Flight C · target:tract · vocab:academic,roots,,C,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,extract | tractor,
Learn,target-example-pool,Learn · roots · Flight C · target:tract · vocab:familiar,roots,,C,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,attract,
Learn,target-example-pool,Learn · roots · Flight C · target:val · vocab:academic,roots,,C,academic,VIABLE_ONE_WORD_AFTER_PROTECTION,PROTECTED_REMOVAL_LEAVES_ONE_VIABLE_WORD,2,2,1,1,1,1,0,valid,evaluate
Learn,target-example-pool,Learn · roots · Flight C · target:val · vocab:familiar,roots,,C,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,value,
Learn,target-example-pool,Learn · roots · Flight C · target:ven · vocab:academic,roots,,C,academic,VIABLE_ONE_WORD_AFTER_PROTECTION,PROTECTED_REMOVAL_LEAVES_ONE_VIABLE_WORD,2,2,1,1,1,1,0,convention,intervene
Learn,target-example-pool,Learn · roots · Flight C · target:ven · vocab:familiar,roots,,C,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,prevent,
Learn,target-example-pool,Learn · roots · Flight C · target:vert · vocab:academic,roots,,C,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,3,3,3,3,0,0,0,convert | divert | invert,
Learn,target-example-pool,Learn · roots · Flight C · target:voc · vocab:academic,roots,,C,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,3,3,3,3,0,0,0,vocal | vocalist | vocalize,
Learn,target-example-pool,Learn · suffixes · Flight A · target:able-ible · vocab:familiar,suffixes,,A,familiar,LEARN_EXAMPLE_SUBPOOL_EMPTY_AFTER_PROTECTION,LEARN_CARD_REMAINS_AVAILABLE_EXAMPLE_COVERAGE_EMPTY,3,3,0,0,3,3,0,,portable | readable | visible
Learn,target-example-pool,Learn · suffixes · Flight A · target:ed · vocab:familiar,suffixes,,A,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,3,3,3,3,0,0,0,helped | jumped | walked,
Learn,target-example-pool,Learn · suffixes · Flight A · target:er-more · vocab:familiar,suffixes,,A,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,3,3,3,3,0,0,0,faster | stronger | taller,
Learn,target-example-pool,Learn · suffixes · Flight A · target:er-or · vocab:academic,suffixes,,A,academic,LEARN_EXAMPLE_SUBPOOL_EMPTY_AFTER_PROTECTION,LEARN_CARD_REMAINS_AVAILABLE_EXAMPLE_COVERAGE_EMPTY,1,1,0,0,1,1,0,,inspector
Learn,target-example-pool,Learn · suffixes · Flight A · target:er-or · vocab:familiar,suffixes,,A,familiar,VIABLE_ONE_WORD_AFTER_PROTECTION,PROTECTED_REMOVAL_LEAVES_ONE_VIABLE_WORD,2,2,1,1,1,1,0,writer,teacher
Learn,target-example-pool,Learn · suffixes · Flight A · target:est · vocab:familiar,suffixes,,A,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,3,3,3,3,0,0,0,fastest | strongest | tallest,
Learn,target-example-pool,Learn · suffixes · Flight A · target:ful · vocab:familiar,suffixes,,A,familiar,VIABLE_ONE_WORD_AFTER_PROTECTION,PROTECTED_REMOVAL_LEAVES_ONE_VIABLE_WORD,3,3,1,1,2,2,0,careful,helpful | hopeful
Learn,target-example-pool,Learn · suffixes · Flight A · target:ing · vocab:familiar,suffixes,,A,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,3,3,3,3,0,0,0,running | sleeping | writing,
Learn,target-example-pool,Learn · suffixes · Flight A · target:ion · vocab:academic,suffixes,,A,academic,VIABLE_ONE_WORD_AFTER_PROTECTION,PROTECTED_REMOVAL_LEAVES_ONE_VIABLE_WORD,2,2,1,1,1,1,0,decision,construction
Learn,target-example-pool,Learn · suffixes · Flight A · target:ion · vocab:familiar,suffixes,,A,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,action,
Learn,target-example-pool,Learn · suffixes · Flight A · target:less · vocab:familiar,suffixes,,A,familiar,VIABLE_ONE_WORD_AFTER_PROTECTION,PROTECTED_REMOVAL_LEAVES_ONE_VIABLE_WORD,4,4,1,1,3,3,0,cloudless,careless | fearless | hopeless
Learn,target-example-pool,Learn · suffixes · Flight A · target:ly-adverb · vocab:familiar,suffixes,,A,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,3,3,3,3,0,0,0,carefully | quickly | slowly,
Learn,target-example-pool,Learn · suffixes · Flight A · target:ment · vocab:academic,suffixes,,A,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,development,
Learn,target-example-pool,Learn · suffixes · Flight A · target:ment · vocab:familiar,suffixes,,A,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,enjoyment | movement,
Learn,target-example-pool,Learn · suffixes · Flight A · target:ness · vocab:familiar,suffixes,,A,familiar,VIABLE_AFTER_PROTECTION,POOL_REMAINS_VIABLE_AFTER_PROTECTED_REMOVAL,3,3,2,2,1,1,0,darkness | happiness,kindness
Learn,target-example-pool,Learn · suffixes · Flight A · target:s-es · vocab:familiar,suffixes,,A,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,3,3,3,3,0,0,0,books | boxes | dogs,
Learn,target-example-pool,Learn · suffixes · Flight B · target:al · vocab:academic,suffixes,,B,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,regional,
Learn,target-example-pool,Learn · suffixes · Flight B · target:al · vocab:familiar,suffixes,,B,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,musical | natural,
Learn,target-example-pool,Learn · suffixes · Flight B · target:ic · vocab:academic,suffixes,,B,academic,VIABLE_AFTER_PROTECTION,POOL_REMAINS_VIABLE_AFTER_PROTECTED_REMOVAL,3,3,2,2,1,1,0,historic | scientific,poetic
Learn,target-example-pool,Learn · suffixes · Flight B · target:ify · vocab:academic,suffixes,,B,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,clarify | simplify,
Learn,target-example-pool,Learn · suffixes · Flight B · target:ify · vocab:familiar,suffixes,,B,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,beautify,
Learn,target-example-pool,Learn · suffixes · Flight B · target:ist · vocab:academic,suffixes,,B,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,scientist,
Learn,target-example-pool,Learn · suffixes · Flight B · target:ist · vocab:familiar,suffixes,,B,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,artist | pianist,
Learn,target-example-pool,Learn · suffixes · Flight B · target:ity · vocab:academic,suffixes,,B,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,clarity | security,
Learn,target-example-pool,Learn · suffixes · Flight B · target:ity · vocab:familiar,suffixes,,B,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,activity,
Learn,target-example-pool,Learn · suffixes · Flight B · target:ive · vocab:academic,suffixes,,B,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,creative | sensitive,
Learn,target-example-pool,Learn · suffixes · Flight B · target:ive · vocab:familiar,suffixes,,B,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,active,
Learn,target-example-pool,Learn · suffixes · Flight B · target:ize · vocab:academic,suffixes,,B,academic,LEARN_EXAMPLE_SUBPOOL_EMPTY_AFTER_PROTECTION,LEARN_CARD_REMAINS_AVAILABLE_EXAMPLE_COVERAGE_EMPTY,1,1,0,0,1,1,0,,modernize
Learn,target-example-pool,Learn · suffixes · Flight B · target:ize · vocab:familiar,suffixes,,B,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,2,2,2,2,0,0,0,organize | realize,
Learn,target-example-pool,Learn · suffixes · Flight B · target:ology · vocab:academic,suffixes,,B,academic,VIABLE_AFTER_PROTECTION,POOL_REMAINS_VIABLE_AFTER_PROTECTED_REMOVAL,3,3,2,2,1,1,0,geology | psychology,biology
Learn,target-example-pool,Learn · suffixes · Flight B · target:ous · vocab:familiar,suffixes,,B,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,3,3,3,3,0,0,0,dangerous | famous | joyous,
Learn,target-example-pool,Learn · suffixes · Flight C · target:ance · vocab:academic,suffixes,,C,academic,VIABLE_AFTER_PROTECTION,POOL_REMAINS_VIABLE_AFTER_PROTECTED_REMOVAL,3,3,2,2,1,1,0,importance | performance,acceptance
Learn,target-example-pool,Learn · suffixes · Flight C · target:ant-ent-adjective · vocab:academic,suffixes,,C,academic,VIABLE_ONE_WORD_AFTER_PROTECTION,PROTECTED_REMOVAL_LEAVES_ONE_VIABLE_WORD,2,2,1,1,1,1,0,resistant,dependent
Learn,target-example-pool,Learn · suffixes · Flight C · target:ant-ent-agent · vocab:familiar,suffixes,,C,familiar,LEARN_EXAMPLE_SUBPOOL_EMPTY_AFTER_PROTECTION,LEARN_CARD_REMAINS_AVAILABLE_EXAMPLE_COVERAGE_EMPTY,1,1,0,0,1,1,0,,assistant
Learn,target-example-pool,Learn · suffixes · Flight C · target:ence · vocab:academic,suffixes,,C,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,3,3,3,3,0,0,0,dependence | existence | persistence,
Use It,build-derived-sentence-pool,Use It · not-in-active-build-pool · Flight A · vocab:familiar,combinations,not-in-active-build-pool,A,familiar,INACTIVE_SOURCE_ONLY,REMOVE_OR_ARCHIVE_INACTIVE_SOURCE,2,2,0,0,1,1,1,,careless
Use It,build-derived-sentence-pool,Use It · not-in-active-build-pool · Flight B · vocab:academic,combinations,not-in-active-build-pool,B,academic,INACTIVE_SOURCE_ONLY,REMOVE_OR_ARCHIVE_INACTIVE_SOURCE,1,1,0,0,0,0,1,,
Use It,build-derived-sentence-pool,Use It · not-in-active-build-pool · Flight B · vocab:unspecified,combinations,not-in-active-build-pool,B,unspecified,INACTIVE_SOURCE_ONLY,REMOVE_OR_ARCHIVE_INACTIVE_SOURCE,1,1,0,0,1,1,0,,disruptive
Use It,build-derived-sentence-pool,Use It · not-in-active-build-pool · Flight C · vocab:academic,combinations,not-in-active-build-pool,C,academic,INACTIVE_SOURCE_ONLY,REMOVE_OR_ARCHIVE_INACTIVE_SOURCE,3,3,0,0,2,2,1,,construction | dependent
Use It,build-derived-sentence-pool,Use It · prefix+root · Flight B · vocab:academic,combinations,prefix+root,B,academic,VIABLE_ONE_WORD_AFTER_PROTECTION,PROTECTED_REMOVAL_LEAVES_ONE_VIABLE_WORD,3,3,1,1,2,2,0,construct,import | interrupt
Use It,build-derived-sentence-pool,Use It · prefix+root · Flight B · vocab:familiar,combinations,prefix+root,B,familiar,INTENTIONALLY_UNAVAILABLE,INTENTIONAL_NA_NO_AUTHORED_SOURCE,0,0,0,0,0,0,0,,
Use It,build-derived-sentence-pool,Use It · prefix+root · Flight C · vocab:academic,combinations,prefix+root,C,academic,VIABLE_ONE_WORD_AFTER_PROTECTION,PROTECTED_REMOVAL_LEAVES_ONE_VIABLE_WORD,4,4,1,1,3,3,0,convert,emit | reject | transmit
Use It,build-derived-sentence-pool,Use It · prefix+root · Flight C · vocab:familiar,combinations,prefix+root,C,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,1,1,1,1,0,0,0,project,
Use It,build-derived-sentence-pool,Use It · prefix+root+suffix · Flight B · vocab:academic,combinations,prefix+root+suffix,B,academic,VIABLE_ONE_WORD_AFTER_PROTECTION,PROTECTED_REMOVAL_LEAVES_ONE_VIABLE_WORD,3,3,1,1,2,2,0,nonverbal,inactive | inspector
Use It,build-derived-sentence-pool,Use It · prefix+root+suffix · Flight C · vocab:academic,combinations,prefix+root+suffix,C,academic,VIABLE,NO_PROTECTED_SOURCE_ROWS,4,4,4,4,0,0,0,convention | incredible | international | projection,
Use It,build-derived-sentence-pool,Use It · root+suffix · Flight A · vocab:familiar,combinations,root+suffix,A,familiar,VIABLE_AFTER_PROTECTION,POOL_REMAINS_VIABLE_AFTER_PROTECTED_REMOVAL,12,12,7,7,5,5,0,books | boxes | fastest | jumped | jumping | quickly | taller,helpful | hopeless | kindness | readable | teacher
Use It,build-derived-sentence-pool,Use It · root+suffix · Flight B · vocab:academic,combinations,root+suffix,B,academic,VIABLE_ONE_WORD_AFTER_PROTECTION,PROTECTED_REMOVAL_LEAVES_ONE_VIABLE_WORD,5,5,1,1,4,4,0,scripted,classify | inspector | modernize | poetic
Use It,build-derived-sentence-pool,Use It · root+suffix · Flight B · vocab:familiar,combinations,root+suffix,B,familiar,VIABLE_AFTER_PROTECTION,POOL_REMAINS_VIABLE_AFTER_PROTECTED_REMOVAL,7,7,5,5,2,2,0,active | artist | dangerous | movement | musical,portable | visible
Use It,build-derived-sentence-pool,Use It · root+suffix · Flight C · vocab:academic,combinations,root+suffix,C,academic,VIABLE_AFTER_PROTECTION,POOL_REMAINS_VIABLE_AFTER_PROTECTED_REMOVAL,8,8,6,6,2,2,0,credible | dependence | existence | performance | persistence | sequence,audible | chronology
Word Hunt,whole-question,Word Hunt · prefixes · Flight A · target:dis,prefixes,,A,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,6,6,6,6,0,0,0,disconnect | disobey | misread | movement | nonverbal | submarine,
Word Hunt,whole-question,Word Hunt · prefixes · Flight A · target:mis,prefixes,,A,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,7,7,7,7,0,0,0,disconnect | misfire | misread | mistake | movement | nonverbal | submarine,
Word Hunt,whole-question,Word Hunt · prefixes · Flight A · target:pre,prefixes,,A,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,6,6,6,6,0,0,0,misread | movement | nonverbal | precook | preschool | submarine,
Word Hunt,whole-question,Word Hunt · prefixes · Flight A · target:re,prefixes,,A,familiar,VIABLE,NO_PROTECTED_SOURCE_ROWS,6,6,6,6,0,0,0,misread | movement | nonverbal | return | rewrite | submarine,
